,instrument_key,name
0,NSE_INDEX|India VIX,India VIX
407,NSE_EQ|INE660C01027,CENTRUM CAPITAL LIMITED
408,NSE_EQ|INE320B01020,CENTUM ELECTRONICS LTD
409,NSE_EQ|INE348B01021,CENTURY PLYBOARDS (I) LTD
410,NSE_EQ|INE055A01016,CENTURY TEXTILES LTD
411,NSE_EQ|INE739E01017,CERA SANITARYWARE LTD
412,NSE_EQ|INE345B01019,CEREBRA INT TECH LTD
413,NSE_EQ|INE486A01021,CESC LTD
414,NSE_EQ|INE180C01042,CAPRI GLOBAL CAPITAL LTD
415,NSE_EQ|INE067A01029,CG POWER AND IND SOL LTD
416,NSE_EQ|INE0R7401011,CREATIVE GRAPHICS S IND L
417,NSE_EQ|INE427F01016,CHALET HOTELS LIMITED
418,NSE_EQ|INE085A01013,CHAMBAL FERTILIZERS LTD
419,NSE_EQ|INE0PT101017,CHAVDA INFRA LIMITED
420,NSE_EQ|INE995D01025,CHEMBOND CHEMICALS LTD
421,NSE_EQ|INE03YM01018,CHEMCON SPECIAL CHEM LTD
422,NSE_EQ|INE783X01023,CHEMFAB ALKALIS LIMITED
423,NSE_EQ|INE488A01050,CHEMPLAST SANMAR LIMITED
424,NSE_EQ|INE178A01016,CHENNAI PETROLEUM CORP LT
425,NSE_EQ|INE974B01016,CHEVIOT COMPANY LIMITED
426,NSE_EQ|INE102B01014,CHOICE INTERNATIONAL LTD
427,NSE_EQ|INE121A08PJ0,CHOLAMANDALAM IN & FIN CO
428,NSE_EQ|INE121A01024,CHOLAMANDALAM IN & FIN CO
429,NSE_EQ|INE149A01033,CHOLAMANDALAM FIN HOL LTD
430,NSE_EQ|INE536H01010,CIE AUTOMOTIVE INDIA LTD
431,NSE_EQ|INE675C01017,CIGNITI TECHNOLOGIES LTD
432,NSE_EQ|INE704H01022,CINELINE INDIA LIMITED
433,NSE_EQ|INE039B01026,CINEVISTA LIMITED
434,NSE_EQ|INE059A01026,CIPLA LTD
435,NSE_EQ|INE227W01023,CLEAN SCIENCE & TECH LTD
436,NSE_EQ|INE201M01029,CL EDUCATE LIMITED
437,NSE_EQ|INE0JOO01021,VARANIUM CLOUD LIMITED
438,NSE_EQ|INE419D01026,CHAMAN LAL SETIA EXP LTD
439,NSE_EQ|INE00NH01017,CROP LIFE SCIENCE LIMITED
440,NSE_EQ|INE981B01011,CMI LIMITED
441,NSE_EQ|INE289S01013,CMM INFRAPROJECTS LIMITED
442,NSE_EQ|INE06PV01010,CHAMAN METALLICS LIMITED
443,NSE_EQ|INE075Z01011,CYBER MEDIA RES & SER LTD
444,NSE_EQ|INE925R01014,CMS INFO SYSTEMS LIMITED
445,NSE_EQ|INE522F01014,COAL INDIA LTD
446,NSE_EQ|INE377E01016,COASTAL CORPORATION LTD
447,NSE_EQ|INE704P01025,COCHIN SHIPYARD LIMITED
448,NSE_EQ|INE335K01011,COFFEE DAY ENTERPRISE LTD
449,NSE_EQ|INE591G01017,COFORGE LIMITED
450,NSE_EQ|INE259A01022,COLGATE PALMOLIVE LTD.
451,NSE_EQ|INE597Z01014,COMMITTED CARGO CARE LTD
452,NSE_EQ|INF109KC19O8,ICICIPRAMC - ICICICOMMO
453,NSE_EQ|INE070C01037,COMPUAGE INFOCOM LTD
454,NSE_EQ|INE453B01029,COMPUCOM SOFTWARE LTD
455,NSE_EQ|INE073V01015,COMMERCIAL SYN BAGS LTD
456,NSE_EQ|INE111A01025,CONTAINER CORP OF IND LTD
457,NSE_EQ|INE338H01029,CONCORD BIOTECH LIMITED
458,NSE_EQ|INE552D01024,CONFIDENCE PETRO IND LTD.
459,NSE_EQ|INF174KA1JE5,KOTAKMAMC - KOTAKCONS
460,NSE_EQ|INE025A01027,CONSO. FIN. & HOLD. LTD.
461,NSE_EQ|INF204KA1LD7,NIP IND ETF CONSUMPTION
462,NSE_EQ|INF109KC1V42,ICICIPRAMC - ICICICONSU
463,NSE_EQ|INE340Z01019,CONTINENTAL SEED CHEM LTD
464,NSE_EQ|INE663B01015,CONTROL PRINT LIMITED
465,NSE_EQ|INE0HS001010,COOL CAPS INDUSTRIES LTD
466,NSE_EQ|INE558D01021,CORAL INDIA FIN & HOUS LT
467,NSE_EQ|INE792I01017,CORDS CABLE INDUS LTD.
468,NSE_EQ|INE169A01031,COROMANDEL INTERNTL. LTD
469,NSE_EQ|INE757A01017,COSMO FIRST LIMITED
470,NSE_EQ|INE695B01025,COUNTRY CONDO S LIMITED
471,NSE_EQ|INE0QBU01012,C P S SHAPERS LIMITED
472,NSE_EQ|INF457M01133,CPSE ETF
473,NSE_EQ|INE00LO01017,CRAFTSMAN AUTOMATION LTD
474,NSE_EQ|INE0OFK01019,CRAYONS ADVERTISING LTD
475,NSE_EQ|INE985W01018,CREATIVE NEWTECH LIMITED
476,NSE_EQ|INE230B01021,CREATIVE EYE LIMITED
477,NSE_EQ|INE741K01010,CREDITACCESS GRAMEEN LTD
478,NSE_EQ|INE559D01011,CREST VENTURES LIMITED
479,NSE_EQ|INE007A01025,CRISIL LTD
480,NSE_EQ|INE299U01018,CROMPT GREA CON ELEC LTD
481,NSE_EQ|INE491V01019,CROWN LIFTERS LIMITED
482,NSE_EQ|INE679A01013,CSB BANK LIMITED
483,NSE_EQ|INE718F01018,CSL FINANCE LIMITED
484,NSE_EQ|INE627H01017,CAMBRIDGE TECH ENTER LTD
485,NSE_EQ|INE491A01021,CITY UNION BANK LTD
486,NSE_EQ|INE0NR623014,CUBE HIGHWAYS TRUST
487,NSE_EQ|INE144D01012,CUBEXTUBINGS-ROLLSETT
488,NSE_EQ|INE298A01020,CUMMINS INDIA LTD
489,NSE_EQ|INE509F01029,CUPID LIMITED
490,NSE_EQ|INE278G01037,CYBER MEDIA (INDIA) LTD.
491,NSE_EQ|INE214A01019,CYBERTECH SYSTEMS & SOFTW
492,NSE_EQ|INE136B01020,CYIENT LIMITED
493,NSE_EQ|INE055S01018,CYIENT DLM LIMITED
494,NSE_EQ|INE016A01026,DABUR INDIA LTD
495,NSE_EQ|INE00R701025,DALMIA BHARAT LIMITED
496,NSE_EQ|INE495A01022,DALMIA BHARAT SUG IN LTD
497,NSE_EQ|INE497D01022,DAMODAR INDUSTRIES LTD
498,NSE_EQ|INE688Y01022,DANGEE DUMS LIMITED
499,NSE_EQ|INE365B01017,DATAMATICS GLOBAL SER LTD
500,NSE_EQ|INE0IX101010,DATA PATTERNS INDIA LTD
501,NSE_EQ|INE179G01029,DAVANGERE SUGAR COMPANY L
502,NSE_EQ|INE950I01011,D.B.CORP LTD
503,NSE_EQ|INE917M01012,DILIP BUILDCON LIMITED
504,NSE_EQ|INE0I3401014,DHAMPUR BIO ORGANICS LTD
505,NSE_EQ|INE879I01012,VALOR ESTATE LIMITED
506,NSE_EQ|INE921B01025,DB (INT) STOCK BROKERS
507,NSE_EQ|INE385W01011,DISHMAN CARBO AMCIS LTD
508,NSE_EQ|INE503A01015,DCB BANK LIMITED
509,NSE_EQ|INE0S8401018,DCG CABLES & WIRES LTD
510,NSE_EQ|INE0A1101019,DC INFOTECH AND COMUN LTD
511,NSE_EQ|INE498A01018,DCM LTD
512,NSE_EQ|INE891B01012,DCM FINANCIAL SERVICES LT
513,NSE_EQ|INE08KP01019,DCM NOUVELLE LIMITED
514,NSE_EQ|INE499A01024,DCM SHRIRAM LIMITED
515,NSE_EQ|INE843D01027,DCM SHRIRAM IND LTD
516,NSE_EQ|INE500A01029,DCW LTD
517,NSE_EQ|INE0KL801015,DCX SYSTEMS LIMITED
518,NSE_EQ|INE583C01021,DECCAN CEMENTS LIMITED
519,NSE_EQ|INE586O01011,DEEM ROLL TECH LIMITED
520,NSE_EQ|INE501A01019,DEEPAK FERTILIZERS & PETR
521,NSE_EQ|INE288B01029,DEEPAK NITRITE LTD
522,NSE_EQ|INE677H01012,DEEP ENE RESOURCES LTD
523,NSE_EQ|INE0FHS01024,DEEP INDUSTRIES LIMITED
524,NSE_EQ|INE0SK801018,DELAPLEX LIMITED
525,NSE_EQ|INE148O01028,DELHIVERY LIMITED
526,NSE_EQ|INE726L01019,DELPHI WORLD MONEY LTD
527,NSE_EQ|INE124G01033,DELTA CORP LIMITED
528,NSE_EQ|INE393A01011,DELTA MANUFACTURING LTD
529,NSE_EQ|INE947J01015,DEN NETWORKS LTD
530,NSE_EQ|INE0JWV01011,DE NEERS TOOLS LIMITED
531,NSE_EQ|INE244A01016,DE NORA INDIA LIMITED
532,NSE_EQ|INE0N5801013,VASA DENTICITY LIMITED
533,NSE_EQ|INE0IGO01011,DESTINY LOGISTICS & I LTD
534,NSE_EQ|INE060X01026,DEV INFO TECHNOLOGY LTD
535,NSE_EQ|INE872J01023,DEVYANI INTERNATIONAL LTD
536,NSE_EQ|INE03JI01017,DIGICONTENT LIMITED
537,NSE_EQ|INE041A01016,DHAMPUR SUGAR MILLS LTD.
538,NSE_EQ|INE680A01011,DHANLAXMI BANK LIMITED
539,NSE_EQ|INE274G01010,DHANI SERVICES LIMITED
540,NSE_EQ|INE435G01025,DHANUKA AGRITECH LTD
541,NSE_EQ|INE00OQ01016,DHARMAJ CROP GUARD LTD
542,NSE_EQ|INE506Z01015,DHRUV CONSULTANCY SER LTD
543,NSE_EQ|INE0OGG01015,DOCMODE HEALTH TECH LTD
544,NSE_EQ|INE320L01011,DHUNSERI INVESTMENTS LTD
545,NSE_EQ|INE989C01020,DIAMOND POWER INFRA LTD
546,NSE_EQ|INE591D01014,DIAMINES & CHEMICALS LTD
547,NSE_EQ|INE393P01035,PRATAAP SNACKS LIMITED
548,NSE_EQ|INE303A01010,DIC INDIA LIMITED
549,NSE_EQ|INE0PSC01024,DIGIDRIVE DISTRIBUTORS L
550,NSE_EQ|INE0QJ901011,DIGIKORE STUDIOS LIMITED
551,NSE_EQ|INE927C01020,DIGISPICE TECHNOLOGIES LT
552,NSE_EQ|INE731U01028,DIGJAM LTD
553,NSE_EQ|INE411Y01011,DEBOCK INDUSTRIES LIMITED
554,NSE_EQ|INE836F01026,DISH TV INDIA LTD.
555,NSE_EQ|INE753U01022,DIVGI TORQTRANSFER SYST L
556,NSE_EQ|INE361B01024,DIVI S LABORATORIES LTD
557,NSE_EQ|INF204KA1MS3,NIP IND ETF DIV OPP
558,NSE_EQ|INE935N01020,DIXON TECHNO (INDIA) LTD
559,NSE_EQ|INE0B1K01014,DJ MEDIAPRINT & LOG LTD
560,NSE_EQ|INE0GN101014,D K ENTERPRISES GLOBAL L
561,NSE_EQ|INE271C01023,DLF LIMITED
562,NSE_EQ|INE250K01012,D-LINK INDIA LTD
563,NSE_EQ|INE614X07290,DHANI LOANS & SERV LTD
564,NSE_EQ|INE192R01011,AVENUE SUPERMARTS LIMITED
565,NSE_EQ|INE505A01010,DMCC SPECIALITY CHEMICALS
566,NSE_EQ|INE016M01021,DILIGENT MEDIA CORP LTD.
567,NSE_EQ|INE021O01019,DODLA DAIRY LIMITED
568,NSE_EQ|INE966A01022,DOLAT ALGOTECH LIMITED
569,NSE_EQ|INE325C01035,DOLLAR INDUSTRIES LIMITED
570,NSE_EQ|INE0JHH01011,DOLLEX AGROTECH LIMITED
571,NSE_EQ|INE920A01037,DOLPHIN OFF ENT (IND) L
572,NSE_EQ|INE321T01012,DOMS INDUSTRIES LIMITED
573,NSE_EQ|INE668D01028,DONEAR IND. LIMITED
574,NSE_EQ|INE266Y01019,D. P. ABHUSHAN LIMITED
575,NSE_EQ|INE360C01024,DPSC LIMITED
576,NSE_EQ|INE864X01013,D P WIRES LIMITED
577,NSE_EQ|INE03RS01027,DRC SYSTEMS INDIA LIMITED
578,NSE_EQ|INE0JS101016,DREAMFOLKS SERVICES LTD
579,NSE_EQ|INE506A01018,DREDGING CORP OF INDIA
580,NSE_EQ|INE704V01015,DHANUKA REALTY LIMITED
581,NSE_EQ|INE0P7201019,DRONE DESTINATION LIMITED
582,NSE_EQ|INE089A01023,DR. REDDY S LABORATORIES
583,NSE_EQ|INE0QZM01018,DRS CARGO MOVERS LIMITED
584,NSE_EQ|INE02CV01017,DRS DILIP ROADLINES LTD.
585,NSE_EQ|INE417B01040,DYNACONS SYS & SOLN LTD
586,NSE_EQ|INE341R01014,DHUNSERI TEA & IND. LTD.
587,NSE_EQ|INE0LZO01015,DUCOL ORGS AND COLOURS LT
588,NSE_EQ|INE741L01018,DUCON INFRATECHNOLOGIES L
589,NSE_EQ|INE0HPK01020,DUDIGITAL GLOBAL LIMITED
590,NSE_EQ|INE477B01010,DHUNSERI VENTURES LIMITED
591,NSE_EQ|INE366A01041,DWARIKESH SUGAR IND LTD
592,NSE_EQ|INE600Y01019,DYNAMIC CABLES LIMITED
593,NSE_EQ|INE221B01012,DYNAMATIC TECHNOLOGIES
594,NSE_EQ|INE256H01015,DYNEMIC PRODUCTS LIMITED
595,NSE_EQ|INE07O001026,EASY TRIP PLANNERS LTD
596,NSE_EQ|INE738I01010,ECLERX SERVICES LTD
597,NSE_EQ|INE532F01054,EDELWEISS FIN SERV LTD
598,NSE_EQ|INE216H01027,EDUCOMP SOLUTIONS LTD
599,NSE_EQ|INE0KFF01017,E FACTOR EXPERIENCES LTD
600,NSE_EQ|INE0Q1W01012,ELECTRO FORCE (INDIA) LTD
601,NSE_EQ|INF754K01SE6,EDELAMC - EGOLD
602,NSE_EQ|INE066A01021,EICHER MOTORS LTD
603,NSE_EQ|INE126A01031,EID PARRY INDIA LTD
604,NSE_EQ|INE546V01010,EURO (I) FRESH FOODS LTD
605,NSE_EQ|INE276C01014,EIH ASSOCIATED HOTELS LTD
606,NSE_EQ|INE230A01023,EIH LIMITED
607,NSE_EQ|INE158B01016,EIMCO ELECON (INDIA) LTD
608,NSE_EQ|INE184H01027,EVEREST KANTO CYLINDERLTD
609,NSE_EQ|INE668G01021,ELDECO HSG & IND LTD.
610,NSE_EQ|INE205B01023,ELECON ENG. CO. LTD
611,NSE_EQ|INE086A01029,ELECTROSTEEL CASTINGS LTD
612,NSE_EQ|INE086A13016,ELECTCAST WARRANTS
613,NSE_EQ|INE822G01016,ELECTROTHERM (I) LTD.
614,NSE_EQ|INE285A01027,ELGI EQUIPMENTS LTD
615,NSE_EQ|INE819L01012,ELGI RUBBER CO. LTD
616,NSE_EQ|INE050401020,ELIN ELECTRONICS LIMITED
617,NSE_EQ|INE548C01032,EMAMI LIMITED
618,NSE_EQ|INE830C01026,EMAMI PAPER MILLS LIMITED
619,NSE_EQ|INE778K01012,EMAMI REALTY LIMITED
620,NSE_EQ|INE041025011,EMBASSY OFFICE PARKS REIT
621,NSE_EQ|INE02YR01019,ELECTRONICS MART IND LTD
622,NSE_EQ|INE296H01011,EMKAY GLOBAL FIN SERV LTD
623,NSE_EQ|INE332S01011,EMKAY TAP & CUT. TOOL LTD
624,NSE_EQ|INE753K01015,EMMBI INDUSTRIES LIMITED
625,NSE_EQ|INE0S1L01013,ENERGY MISSION MACH IND L
626,NSE_EQ|INE0OV601013,EMS LIMITED
627,NSE_EQ|INE01QM01018,EMUDHRA LIMITED
628,NSE_EQ|INE913H01037,ENDURANCE TECHNO. LTD.
629,NSE_EQ|INE306C01019,ENERGY DEVE. CO.LTD
630,NSE_EQ|INE0S3X01014,ENFUSE SOLUTIONS LIMITED
631,NSE_EQ|INE510A01028,ENGINEERS INDIA LTD
632,NSE_EQ|INE265F01028,ENTERTAIN NET. IND. LTD.
633,NSE_EQ|INE0R9I01013,ENSER COMMUNICATIONS LTD
634,NSE_EQ|INE010601016,ENTERO HEALTHCARE SOLU L
635,NSE_EQ|INE0G5901015,EPACK DURABLE LIMITED
636,NSE_EQ|INE071N01016,EPIGRAL LIMITED
637,NSE_EQ|INE255A01020,EPL LIMITED
638,NSE_EQ|INF740KA1QK2,DSPAMC - DSPNEWETF
639,NSE_EQ|INE217G01035,EQUIPPP SOC IMP TECH LTD
640,NSE_EQ|INE063P01018,EQUITAS SMALL FIN BNK LTD
641,NSE_EQ|INE406M01024,ERIS LIFESCIENCES LIMITED
642,NSE_EQ|INE416L01017,EROS INTL MEDIA LTD
643,NSE_EQ|INE284A01012,ESAB INDIA LTD
644,NSE_EQ|INE818W01011,ESAF SMALL FINANCE BANK L
645,NSE_EQ|INE0RQZ01017,ESCONET TECHNOLOGIES LTD
646,NSE_EQ|INE042A01014,ESCORTS KUBOTA LIMITED
647,NSE_EQ|INE0ITO01014,ESSEN SPECIALITY FILMS L
648,NSE_EQ|INF769K01GS9,MIRAEAMC - MAESGETF
649,NSE_EQ|INF754K01SF3,EDELAMC - ESILVER
650,NSE_EQ|INE122M01019,ESSAR SHIPPING LTD
651,NSE_EQ|INE418N20035,INTEGRA ESSENTIA LIMITED
652,NSE_EQ|INE418N01035,INTEGRA ESSENTIA LIMITED
653,NSE_EQ|INE778B01029,ESTER INDUSTRIES LTD
654,NSE_EQ|INE04TZ01018,ETHOS LIMITED
655,NSE_EQ|INE505V01016,EURO PANEL PRODUCTS LTD
656,NSE_EQ|INE022C01012,EUROTEX INDUSTRIES LTD
657,NSE_EQ|INE128A01029,EVEREADY INDS. IND.  LTD.
658,NSE_EQ|INE295A01018,EVEREST INDUSTRIES LTD
659,NSE_EQ|INE688J01023,EXCEL REALTY N INFRA LTD
660,NSE_EQ|INE369A01029,EXCEL INDUSTRIES LTD
661,NSE_EQ|INE777F01014,EXICOM TELE SYSTEMS LTD
662,NSE_EQ|INE302A01020,EXIDE INDUSTRIES LTD
663,NSE_EQ|INE201K01015,EXPLEO SOLUTIONS LIMITED
664,NSE_EQ|INE0GFE01018,EXXARO TILES LIMITED
665,NSE_EQ|INE188A01015,FACT LTD
666,NSE_EQ|INE0DNW01011,FAIRCHEM ORGANICS LIMITED
667,NSE_EQ|INE963C01033,FAZE THREE LIMITED
668,NSE_EQ|INE045J01026,FINEOTEX CHEMICAL LIMITED
669,NSE_EQ|INE220J01025,FUTURE CONSUMER LIMITED
670,NSE_EQ|INE512B01022,FCS SOFTWARE SOLN. LTD.
671,NSE_EQ|INE258B01022,FDC LIMITED
672,NSE_EQ|INE171A01029,FEDERAL BANK LTD
673,NSE_EQ|INE007N01010,FEDBANK FINANCIAL SER L
674,NSE_EQ|INE623B01027,FUTURE ENTERPRISES LTD
675,NSE_EQ|IN9623B01058,FUTURE ENTERPRISES LTD
676,NSE_EQ|INE901X01013,FELIX INDUSTRIES LTD.
677,NSE_EQ|INE296C01020,FIBERWEB INDIA LIMITED
678,NSE_EQ|INE0LQQ01019,FIDEL SOFTECH LIMITED
679,NSE_EQ|INE737H01014,FIEM INDUSTRIES LIMITED
680,NSE_EQ|INE816B01035,FILATEX INDIA LTD
681,NSE_EQ|INE185E01013,FILATEX FASHIONS LIMITED
682,NSE_EQ|INE235A01022,FINOLEX CABLES LTD
683,NSE_EQ|INE686Y01026,FINE ORGANIC IND. LTD.
684,NSE_EQ|INF109KC17L8,ICICIPRAMC-ICICIFIN
685,NSE_EQ|INE02NC01014,FINO PAYMENTS BANK LTD
686,NSE_EQ|INE183A01024,FINOLEX INDUSTRIES LTD
687,NSE_EQ|INE128S01021,FIVE-STAR BUS FIN LTD
688,NSE_EQ|INE00Y201027,FLAIR WRITING INDUST LTD
689,NSE_EQ|INE060J01017,FLEXITUFF VENTURES INT L
690,NSE_EQ|INE452O01016,FUT LIFESTYLE FASH LTD
691,NSE_EQ|INE09N301011,GUJARAT FLUOROCHEM LTD
692,NSE_EQ|INF109KC19V3,ICICIPRAMC - ICICIFMCG
693,NSE_EQ|INE529A01010,FEDERAL-MOGUL GOETZE (IND
694,NSE_EQ|INE360L01017,FUTURE MKT NETWORKS LTD
695,NSE_EQ|INE0I7D01019,FOCE INDIA LIMITED
696,NSE_EQ|INE593W01028,FOCUS LIGHTG & FIXTRS LTD
697,NSE_EQ|INE0Q4701019,FONEBOX RETAIL LIMITED
698,NSE_EQ|INE976E01023,FOODS & INNS LIMITED
699,NSE_EQ|INE451A01017,FORCE MOTORS LIMITED
700,NSE_EQ|INE061F01013,FORTIS HEALTHCARE LTD
701,NSE_EQ|INE385O01018,FROG CELLSAT LIMITED
702,NSE_EQ|INE935Q01015,FUTURE SUPP CHAIN SOL LTD
703,NSE_EQ|INE684F01012,FIRSTSOURCE SOLU. LTD.
704,NSE_EQ|INE139R01012,FUSION MICRO FINANCE LTD
705,NSE_EQ|INE524A01029,GABRIEL INDIA LTD
706,NSE_EQ|INE036B01030,GUJARAT AMBUJA EXPORTS LT
707,NSE_EQ|INE129A01019,GAIL (INDIA) LTD
708,NSE_EQ|INE600K01018,GALAXY SURFACTANTS LTD
709,NSE_EQ|INE297H01019,GALLANTT ISPAT LIMITED
710,NSE_EQ|INE717W01049,GANDHAR OIL REFINE IND L
711,NSE_EQ|INE524B01027,GANDHI SPL. TUBES LTD
712,NSE_EQ|INE845D01014,GANESHA ECOSPHERE LIMITED
713,NSE_EQ|INE388A01029,GANESH BENZOPLAST LIMITED
714,NSE_EQ|INE460C01014,GANESH HOUSING CORP LTD
715,NSE_EQ|INE691Z01023,GANGA FORGING LIMITED
716,NSE_EQ|INE670B01028,GANGOTRI TEXTILES LTD.
717,NSE_EQ|INE276A01018,GARWARE TECH FIBRES LTD
718,NSE_EQ|INE224E01028,GACM TECHNOLOGIES LIMITED
719,NSE_EQ|INE224E01036,GACM TECHNOLOGIES LIMITED
720,NSE_EQ|INE079J01017,GATEWAY DISTRIPARKS LTD
721,NSE_EQ|INE287Z01012,GAYATRI HIGHWAYS LIMITED
722,NSE_EQ|INE336H01023,GAYATRI PROJECTS LTD
723,NSE_EQ|INE916G01016,GEECEE VENTURES LIMITED
724,NSE_EQ|INE669X01024,GEEKAY WIRES LIMITED
725,NSE_EQ|INE854S01022,GENERIC ENG CONS PROJ LTD
726,NSE_EQ|INE727B01026,GENESYS INTL CORPN LTD
727,NSE_EQ|INE06H201014,GENSOL ENGINEERING LTD
728,NSE_EQ|INE949P01018,GENUS P&B LIMITED
729,NSE_EQ|INE955D01029,GENUS POWER INFRASTRU LTD
730,NSE_EQ|INE007B01023,GEOJIT FINANCIAL SER L
731,NSE_EQ|INE878A01011,GE POWER INDIA LIMITED
732,NSE_EQ|INE017A01032,THE GE SHPG.LTD
733,NSE_EQ|INE200A01026,GE T&D INDIA LIMITED
734,NSE_EQ|INE538A01037,GFL LIMITED
735,NSE_EQ|INE534A01028,GRAND FOUNDRY LTD
736,NSE_EQ|INE539A01019,GHCL LIMITED
737,NSE_EQ|INE0PA801013,GHCL TEXTILES LIMITED
738,NSE_EQ|INE289B01019,GIC HOUSING FINANCE LTD
739,NSE_EQ|INE947T01014,GLOBE INTL CARRIERS LTD
740,NSE_EQ|INE481Y01014,GENERAL INS CORP OF INDIA
741,NSE_EQ|INE047B01011,GILLANDERS ARBUTHNOT LTD
742,NSE_EQ|INE322A01010,GILLETTE INDIA LTD
743,NSE_EQ|INE424C01010,GINNI FILAMENTS LTD
744,NSE_EQ|INE162A01010,GUJ IND POW CO. LTD
745,NSE_EQ|INE614Z01017,GIRIRAJ CIVIL DEVP LTD
746,NSE_EQ|INE316N01015,GIR NATUREVIEW RESORT LTD
747,NSE_EQ|INE528A01020,GKW LIMITED
748,NSE_EQ|INE068V01023,GLAND PHARMA LIMITED
749,NSE_EQ|INE159A01016,GLAXOSMITHKLINE PHARMA LT
750,NSE_EQ|INE935A01035,GLENMARK PHARMACEUTICALS
751,NSE_EQ|INE540A01017,GUJARAT LEASE FINANCING L
752,NSE_EQ|INE291W01029,GLOBAL EDUCATION LIMITED
753,NSE_EQ|INE0PS501019,GLOBAL PET INDUSTRIES LTD
754,NSE_EQ|INE792H01019,GLOBAL VEC HELICORP LTD
755,NSE_EQ|INE581X01021,GLOBE TEXTILES (I) LTD.
756,NSE_EQ|INE615I01010,GLOBUS SPIRITS LTD
757,NSE_EQ|INE350Z01018,GLOSTER LIMITED
758,NSE_EQ|INE03Q201024,GLENMARK LIFE SCIENCE LTD
759,NSE_EQ|INE075D01018,G M BREWERIES LTD
760,NSE_EQ|INE131A01031,GUJARAT MINERAL DEV CORP
761,NSE_EQ|INE541A01023,GMM PFAUDLER LIMITED
762,NSE_EQ|INE776C01039,GMR AIRPORTS INFRA LTD
763,NSE_EQ|INE0CU601026,GMR POW AND URBAN INFRA L
764,NSE_EQ|INE934S01014,GNA AXLES LIMITED
765,NSE_EQ|INE113A01013,GUJ NAR VAL FER & CHEM L
766,NSE_EQ|INE426D01013,GOA CARBON LIMITED
767,NSE_EQ|INE077F01035,GOCL CORPORATION LIMITED
768,NSE_EQ|INE0BJS01011,GO FASHION INDIA LTD
769,NSE_EQ|INE260B01028,GODFREY PHILLIPS INDIA LT
770,NSE_EQ|INE925Y01036,GODHA CABCON INSULAT LTD
771,NSE_EQ|INE03JT01014,GO DIGIT GENERAL INS LTD
772,NSE_EQ|INE850D01014,GODREJ AGROVET LIMITED
773,NSE_EQ|INE102D01028,GODREJ CONSUMER PRODUCTS
774,NSE_EQ|INE233A01035,GODREJ INDUSTRIES LTD
775,NSE_EQ|INE484J01027,GODREJ PROPERTIES LTD
776,NSE_EQ|INE516K01024,GOENKA DIAMOND&JEWELS LTD
777,NSE_EQ|INE887G01027,GOKALDAS EXPORTS LTD.
778,NSE_EQ|INE020J01029,GOKUL REFOILS & SOLV LTD
779,NSE_EQ|INE314T01025,GOKUL AGRO RESOURCES LTD
780,NSE_EQ|INF174KA1HJ8,KOTAK GOLD ETF
781,NSE_EQ|INF204KB17I5,NIP IND ETF GOLD BEES
782,NSE_EQ|INF0R8F01042,ZERODHAAMC - GOLDCASE
783,NSE_EQ|INE973A01010,GOLDEN TOBACCO LIMITED
784,NSE_EQ|INF769K01JP9,MIRAEAMC - MAGOLDETF
785,NSE_EQ|INF740KA1SW3,DSPAMC - DSPGOLDETF
786,NSE_EQ|INE025B01025,GOLDIAM INTERNATIONAL LTD
787,NSE_EQ|INF109KC1NT3,ICICI PRUDENTIAL GOLD ETF
788,NSE_EQ|INE06MH01016,GOLDKART JEWELS LIMITED
789,NSE_EQ|INF789F1AUX7,UTI GOLD ETF
790,NSE_EQ|INE405Y01021,GOLDSTAR POWER LIMITED
791,NSE_EQ|INE805A01014,AION-TECH SOLUTIONS LTD
792,NSE_EQ|INE127I01024,GOODLUCK INDIA LIMITED
793,NSE_EQ|INE0L9R01028,GOPAL SNACKS LIMITED
794,NSE_EQ|INE705X01026,GOYAL ALUMINIUMS LIMITED
795,NSE_EQ|INE0QFE01017,GOYAL SALT LIMITED
796,NSE_EQ|INE177H01021,GODAWARI POW & ISP LTD
797,NSE_EQ|INE517F01014,GUJARAT PIPAVAV PORT LTD
798,NSE_EQ|INE486R01017,GPT HEALTHCARE LIMITED
799,NSE_EQ|INE390G01014,GPT INFRAPROJECTS LTD
800,NSE_EQ|INE101D01020,GRANULES INDIA LIMITED
801,NSE_EQ|INE0POU01017,GRAPHISADS LIMITED
802,NSE_EQ|INE371A01025,GRAPHITE INDIA LTD
803,NSE_EQ|INE047A01021,GRASIM INDUSTRIES LTD
804,NSE_EQ|INE024L01027,GRAVITA INDIA LIMITED
805,NSE_EQ|INE0LVM01018,GAYATRI RUBB AND CHEM LTD
806,NSE_EQ|INE224A01026,GREAVES COTTON LTD.
807,NSE_EQ|INE0O7P01015,GREENCHEF APPLIANCES LTD
808,NSE_EQ|INE544R01021,GREENLAM INDUSTRIES LTD.
809,NSE_EQ|INE08ZM01014,GREENPANEL INDUSTRIES LTD
810,NSE_EQ|INE461C01038,GREENPLY INDUSTRIES LTD
811,NSE_EQ|INE999K01014,ORIENT GREEN POWER CO LTD
812,NSE_EQ|INE985P01012,GRETEX INDUSTRIES LTD.
813,NSE_EQ|INE536A01023,GRINDWELL NORTON LIMITED
814,NSE_EQ|INE201P01022,G R INFRAPROJECTS LIMITED
815,NSE_EQ|INE192H01020,GRM OVERSEAS LIMITED
